gene,PanCancer_Core_Fitness,bagel_essential_curated,Ribosomal_Proteins,DNA_replication,RNA_polymerase,Proteasome,Spliceosome,Histones
CD81,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CD96,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CDC37L1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CDCP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CDH10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CDH23,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CDH24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CDIP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CDK16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CDK17,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CDK2AP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CDKL4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CDKN2AIP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CDKN2B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CDY2B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CEACAM5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CEBPB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CEP112,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CEP170,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CEP78,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CEP95,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CFHR1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CFHR4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CFHR5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CFI,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHAMP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHCHD5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHD6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHD7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHD9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHFR,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHI3L2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHIC1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHML,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHRAC1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHRM2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHRM4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHST10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CHST11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CISD1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CKAP4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLDND1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLEC11A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLEC12A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLEC9A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLHC1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLIC4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLK1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLK3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLMN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLPP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLPX,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CLUAP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CMA1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CMC4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CNIH1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CNOT6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CNOT8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CNTLN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CNTN5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CNTNAP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CNTNAP3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CNTRL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CNTROB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COBLL1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COL1A2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COL24A1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COL3A1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COMMD10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COMT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COPS7B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
COQ6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CPNE2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CPNE5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CRAMP1L,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CREBRF,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CRHR1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CRISP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CRTC3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CRYBA1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CRYZL1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSF1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSF2RA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSGALNACT1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSGALNACT2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSHL1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSN3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSPG5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSTB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CSTL1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CT45A5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CTDSP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CTDSPL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CTNNA2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CTNND1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CTNS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CTSL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CTSS,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CUTC,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CWC27,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CWH43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CXorf30,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CYB561,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CYB561A3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CYB5A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CYB5R3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CYP11A1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CYP17A1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CYP27C1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CYP2A7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CYP2D6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CYP4B1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CYP4F11,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
CYP4V2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DAGLB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DAND5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DAPK3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DAPP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DBN1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DBNDD1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DCAF10,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DCAF12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DCAF17,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DCAF4L1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDIT3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDX3Y,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DDX4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DEAF1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DEFB1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DEFB136,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DENND2D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DENND4C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DEPDC1B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DEPDC4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DERA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DHCR7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DHRS13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DHRS3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DHX57,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DIAPH1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DIAPH2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DIRC2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DKK1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DLEC1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DLGAP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DMTN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DNAH7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DNAJA2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DNAJB12,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DNAJB13,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DNAJB9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DNAJC4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DNAJC7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DNAL4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DND1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DOK1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DPP9,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DRAM2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DUSP5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DYDC2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DYNC1I1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DYNC2H1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DYNLT3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
DYRK1B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
E2F4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
E2F7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EBF2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EBP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ECH1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ECHS1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ECM2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ECT2L,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EDARADD,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EDEM3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EDN1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EFCAB3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EFHC1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EFNA5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EGR4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EHMT1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EIF2A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ELF3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ELL3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ELMO1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ELMOD3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ELMSAN1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EMC8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EMP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENO2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENPP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENPP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ENTPD4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EOGT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EPB41L5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EPPIN-WFDC6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ERAP1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ERC1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ERF,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ERLEC1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ERLIN2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ESR2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ESRRA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ESYT2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ETFB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
ETNPPL,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EVI2A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EVI5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
EYA3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAAH,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM102B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM104A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM111A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM118B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM129B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM134B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM13A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM150A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM161A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM162A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM167A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM167B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM175B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM181A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM184A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM194A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM200A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM207A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM208B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM213A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM214B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM21B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM222B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM3C,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM46D,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM47B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM49A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM63A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM63B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM71F2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM76A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAM9A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAN1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FANCG,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FAP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FBP2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FBXL16,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FBXL19,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FBXO24,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FBXO43,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FBXO47,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FCGR2B,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FCRL6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FDXACB1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FEZF1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FGF1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FGF3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FGF4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FGFR3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FKBP14,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FKBP5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FKTN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FLNB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FLOT1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FLOT2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FLRT1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FLRT3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FLT4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FMO1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FMO3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FMR1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FN3K,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FOSL2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FOXA3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FOXC1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FOXC2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FOXE1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FOXJ1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FOXL1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FOXL2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FOXN2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FOXO3,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FOXRED1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FOXS1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FPR2,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FRMD1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FRMD7,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FSBP,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FUNDC1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FUT8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FXR1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
FZD8,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GAA,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GADD45A,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GALNTL5,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GAN,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GANAB,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GAPVD1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GAST,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GBP1,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GCAT,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GCNT4,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
GCSAM,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
